,,,TWINS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
PAUILLAC,5TH,2005,ARMAILHAC,75cl,90,52,,,,,,,
PAUILLAC,5TH,2011,ARMAILHAC,75cl,87,29.95,,,,,,,
PAUILLAC,5TH,2012,ARMAILHAC,75cl,91,29.5,,,,,,,
PAUILLAC,5TH,2013,ARMAILHAC,75cl,85-87,25,,,,,,,
PAUILLAC,5TH,2013,ARMAILHAC,"37,5cl",85-87,12.5,Half,,,,,,
PAUILLAC,5TH,2005,CLERC MILON,75cl,93,75,,,,,,,
PAUILLAC,5TH,2009,CLERC MILON,75cl,92,65,,,,,,,
PAUILLAC,5TH,1989,GRAND PUY DUCASSE,75cl,87,55,,,,,,,
PAUILLAC,5TH,1990,GRAND PUY DUCASSE,"1,5L",,105,Mag,,,,,,
PAUILLAC,5TH,1990,GRAND PUY DUCASSE,"3,0L",,230,DMAG,,,,,,
PAUILLAC,5TH,1994,GRAND PUY DUCASSE,75cl,87,29.95,,,,,,,
PAUILLAC,5TH,1996,GRAND PUY DUCASSE,75cl,87,49.95,,,,,,,
PAUILLAC,5TH,1997,GRAND PUY DUCASSE,75cl,86,27,,,,,,,
PAUILLAC,5TH,2005,GRAND PUY DUCASSE,75cl,91,45,,,,,,,
PAUILLAC,5TH,2012,GRAND PUY DUCASSE,75cl,90,25,,2011,PRELUDE A GRAND PUY DUCASSE,75cl,13.95,,
PAUILLAC,5TH,2002,GRAND PUY LACOSTE,75cl,86,35,,,,,,,
PAUILLAC,5TH,2004,GRAND PUY LACOSTE,75cl,89,42,,,,,,,
PAUILLAC,5TH,2008,GRAND PUY LACOSTE,75cl,89,36,,,,,,,
PAUILLAC,5TH,2009,GRAND PUY LACOSTE,75cl,95,72,,,,,,,
PAUILLAC,5TH,2010,GRAND PUY LACOSTE,75cl,95,72,,,,,,,
PAUILLAC,5TH,2011,GRAND PUY LACOSTE,75cl,91,36,,,,,,,
PAUILLAC,5TH,2012,GRAND PUY LACOSTE,75cl,91,35,,,,,,,
PAUILLAC,5TH,2013,GRAND PUY LACOSTE,75cl,-,31.2,,2013,LACOSTE BORIE,75cl,13.5,,
PAUILLAC,5TH,2013,HAUT BAGES LIBERAL,75cl,-,19.8,,,,,,,
PAUILLAC,5TH,2003,HAUT BATAILLEY,75cl,87,35,,,,,,,
PAUILLAC,5TH,1993,LYNCH BAGES,"5,0L",86,510,JERO,,,,,,
PAUILLAC,5TH,1996,LYNCH BAGES,75cl,93,159,,,,,,,
PAUILLAC,5TH,1999,LYNCH BAGES,75cl,90,119,,,,,,,
PAUILLAC,5TH,2005,LYNCH BAGES,75cl,92,150,,,,,,,
PAUILLAC,5TH,2010,LYNCH BAGES,75cl,96,120,,2011,ECHO DE LYNCH BAGES,75cl,25,,86
PAUILLAC,5TH,2011,LYNCH BAGES,75cl,90,75,,2012,ECHO DE LYNCH BAGES,75cl,23,,86
PAUILLAC,5TH,2012,LYNCH BAGES,75cl,87,72.5,,2013,ECHO DE LYNCH BAGES,75cl,21.6,,
PAUILLAC,5TH,2013,LYNCH BAGES,75cl,86-88,68,,2013,ECHO DE LYNCH BAGES,"37,5cl",11.3,,half
PAUILLAC,5TH,1993,PONTET CANET,"5,0L",86,360,JERO,,,,,,
PAUILLAC,5TH,1993,PONTET CANET,"6,0L",86,430,Imperiale,,,,,,
PAUILLAC,5TH,2004,PONTET CANET,75cl,90+,68,,,,,,,
PAUILLAC,5TH,2005,PONTET CANET,75cl,97+,125,,,,,,,
PAUILLAC,5TH,2006,PONTET CANET,75cl,94,75,,,,,,,
PAUILLAC,5TH,2008,PONTET CANET,75cl,96,69,,,,,,,
PAUILLAC,5TH,2009,PONTET CANET,75cl,100,180,,,,,,,
PAUILLAC,5TH,2010,PONTET CANET,75cl,100,180,,,,,,,
PAUILLAC,5TH,2011,PONTET CANET,75cl,93+,68,,,,,,,
PAUILLAC,5TH,2012,PONTET CANET,75cl,93,66,,,,,,,
PAUILLAC,5TH,2013,PONTET CANET,75cl,90-92,58,,,,,,,
PAUILLAC,CB,2011,PIBRAN,75cl,86,17.95,,,,,,,
PAUILLAC,CB,2012,PIBRAN,75cl,88,16.8,,,,,,,
ST ESTEPHE,2ND,1986,COS D'ESTOURNEL,75cl,95,170,,,,,,,
ST ESTEPHE,2ND,1988,COS D'ESTOURNEL,75cl,87,129,,,,,,,
ST ESTEPHE,2ND,2000,COS D'ESTOURNEL,75cl,91,165,,,,,,,
ST ESTEPHE,2ND,2001,COS D'ESTOURNEL,75cl,93,115,,,,,,,
ST ESTEPHE,2ND,2003,COS D'ESTOURNEL,75cl,97,165,,,,,,,
ST ESTEPHE,2ND,2004,COS D'ESTOURNEL,75cl,92,92,,,,,,,
ST ESTEPHE,2ND,2005,COS D'ESTOURNEL,75cl,97,175,,,,,,,
ST ESTEPHE,2ND,2007,COS D'ESTOURNEL,75cl,90,77,,,,,,,
ST ESTEPHE,2ND,2008,COS D'ESTOURNEL,75cl,92+,89,,,,,,,
ST ESTEPHE,2ND,2010,COS D'ESTOURNEL,75cl,97+,189,,,,,,,
ST ESTEPHE,2ND,2011,COS D'ESTOURNEL,75cl,91,90,,,,,,,
ST ESTEPHE,2ND,2012,COS D'ESTOURNEL  blanc,75cl,,48,,2013,PAGODES DE COS,75cl,26.4,,
ST ESTEPHE,2ND,1981,MONTROSE  ex-château,75cl,,95,,,,,,,
ST ESTEPHE,2ND,1985,MONTROSE  ex-château,"1,5L",,264,Mag,,,,,,
ST ESTEPHE,2ND,1986,MONTROSE  ex-château,75cl,91,180,,,,,,,
ST ESTEPHE,2ND,1995,MONTROSE  ex-château,75cl,93,132,,1991,DAME DE MONTROSE,75cl,26,,
ST ESTEPHE,2ND,1998,MONTROSE  ex-château,75cl,90,110,,1993,DAME DE MONTROSE,75cl,25,,
ST ESTEPHE,2ND,1999,MONTROSE  ex-château,"1,5L",90,204,Mag,1994,DAME DE MONTROSE,75cl,25,,
ST ESTEPHE,2ND,2002,MONTROSE  ex-château,"1,5L",90,162,Mag,1996,DAME DE MONTROSE,75cl,42,,
ST ESTEPHE,2ND,2003,MONTROSE,75cl,99,195,,1999,DAME DE MONTROSE,75cl,30,,87
ST ESTEPHE,2ND,2004,MONTROSE  ex-château,"1,5L",91,168,Mag,2000,DAME DE MONTROSE,75cl,48,,90
ST ESTEPHE,2ND,2005,MONTROSE,75cl,94+,130,,2004,DAME DE MONTROSE,"1,5L",72,,Mag
ST ESTEPHE,2ND,2005,MONTROSE  ex-château,"1,5L",94+,295,Mag,2006,DAME DE MONTROSE,"1,5L",72,,Mag
ST ESTEPHE,2ND,2007,MONTROSE,75cl,91,69.5,,2007,DAME DE MONTROSE,"1,5L",59.95,,Mag
ST ESTEPHE,2ND,2008,MONTROSE,75cl,95,79,,2008,DAME DE MONTROSE,75cl,29.95,,89
