BOURGOGNE,La Tâche,DRC/LA TACHE,1996,75,1,2500,n/a,units
BOURGOGNE,La Tâche,DRC/LA TACHE,1994,75,1,1950,n/a,units
BOURGOGNE,La Tâche,DRC/LA TACHE,1990,75,3,5280,n/a,units
BOURGOGNE,La Tâche,DRC/LA TACHE,1986,75,3,1725,n/a,units
BOURGOGNE,La Tâche,DRC/LA TACHE,1985,75,1,3250,100,units
BOURGOGNE,La Tâche,DRC/LA TACHE,1984,75,2,1550,n/a,units
BOURGOGNE,La Tâche,DRC/LA TACHE,1982,75,1,1480,n/a,units
BOURGOGNE,La Tâche,DRC/LA TACHE,1975,75,1,1650,n/a,units
BOURGOGNE,Montrachet,DRC/MONTRACHET,2011,75,1,3550,n/a,units
BOURGOGNE,Montrachet,DRC/MONTRACHET,2008,75,1,3980,n/a,units
BOURGOGNE,Montrachet,DRC/MONTRACHET,2007,75,1,3670,n/a,units
BOURGOGNE,Montrachet,DRC/MONTRACHET,2001,75,1,3300,n/a,units
BOURGOGNE,Richebourg,DRC/RICHEBOURG,2012,75,3,1600,n/a,units
BOURGOGNE,Richebourg,DRC/RICHEBOURG,2011,75,1,1450,n/a,units
BOURGOGNE,Richebourg,DRC/RICHEBOURG,2010,75,1,1500,n/a,units
BOURGOGNE,Richebourg,DRC/RICHEBOURG,2008,75,3,1300,n/a,units
BOURGOGNE,Richebourg,DRC/RICHEBOURG,2005,75,1,1900,n/a,units
BOURGOGNE,Richebourg,DRC/RICHEBOURG,2004,75,4,1310,n/a,units
BOURGOGNE,Richebourg,DRC/RICHEBOURG,2003,75,4,1875,n/a,units
BOURGOGNE,Richebourg,DRC/RICHEBOURG,2001,75,5,1455,n/a,units
BOURGOGNE,Richebourg,DRC/RICHEBOURG,1997,75,2,1250,n/a,units
BOURGOGNE,Richebourg,DRC/RICHEBOURG,1996,75,1,1710,n/a,units
BOURGOGNE,Richebourg,DRC/RICHEBOURG,1991,75,1,1850,n/a,units
BOURGOGNE,Richebourg,DRC/RICHEBOURG,1988,75,13,1675,n/a,units
BOURGOGNE,Richebourg,DRC/RICHEBOURG,1985,75,1,2750,n/a,units
BOURGOGNE,Richebourg,DRC/RICHEBOURG,1978,75,1,3290,n/a,units
BOURGOGNE,Richebourg,DRC/RICHEBOURG,1963,75,1,1600,n/a,units
BOURGOGNE,Romanée St-Vivant,DRC/ROMANEE SAINT VIVANT,2011,75,9,1100,n/a,owc3&owc6
BOURGOGNE,Romanée St-Vivant,DRC/ROMANEE SAINT VIVANT,2010,75,1,1390,n/a,units
BOURGOGNE,Romanée St-Vivant,DRC/ROMANEE SAINT VIVANT,2009,75,1,1310,n/a,units
BOURGOGNE,Romanée St-Vivant,DRC/ROMANEE SAINT VIVANT,2006,75,2,1055,n/a,units
BOURGOGNE,Romanée St-Vivant,DRC/ROMANEE SAINT VIVANT,2005,75,6,1700,n/a,units
BOURGOGNE,Romanée St-Vivant,DRC/ROMANEE SAINT VIVANT,2003,75,2,1250,n/a,units
BOURGOGNE,Romanée St-Vivant,DRC/ROMANEE SAINT VIVANT,1995,75,1,1100,n/a,units
BOURGOGNE,Romanée St-Vivant,DRC/ROMANEE SAINT VIVANT,1993,75,3,1360,n/a,units
BOURGOGNE,Romanée St-Vivant,DRC/ROMANEE SAINT VIVANT,1989,75,1,1250,n/a,units
BOURGOGNE,Romanée St-Vivant,DRC/ROMANEE SAINT VIVANT,1988,75,1,1100,n/a,units
,,FINE WINE LIST,,,,,,
CHILE,,ALMAVIVA,2013,75,24,81,n/a,owc12
CHILE,,ALMAVIVA,2011,75,72,82,93,owc6
CHILE,,ALMAVIVA,2010,75,114,85.5,,owc6
SAINT-EMILION,1 GCC A St-E,ANGELUS,2014,75,60,198,NM/91-93,primeurs (Dispo/Available 2016-17)
SAINT-EMILION,1 GCC A St-E,ANGELUS,2013,75,132,190,89-93,owc6&owc12
SAINT-EMILION,1 GCC A St-E,ANGELUS,2012,75,258,335,95,owc12&owc6&units
SAINT-EMILION,1 GCC A St-E,ANGELUS,2011,75,84,220,94,owc12&owc6&units
SAINT-EMILION,1 GCC A St-E,ANGELUS,2010,75,24,300,99+,owc12&owc6
SAINT-EMILION,1 GCC A St-E,ANGELUS,2009,75,300,318,99+,owc12&owc6
SAINT-EMILION,1 GCC A St-E,ANGELUS,2008,75,26,250,93,owc6&units
SAINT-EMILION,1 GCC A St-E,ANGELUS,2007,75,18,265,92,owc6
SAINT-EMILION,1 GCC A St-E,ANGELUS,2006,75,3,285,95,units
SAINT-EMILION,1 GCC A St-E,ANGELUS,2004,75,24,270,95,owc12
SAINT-EMILION,1 GCC A St-E,ANGELUS,2003,75,18,325,98,owc12&units
SAINT-EMILION,1 GCC A St-E,ANGELUS,2002,75,11,270,91,owc12
SAINT-EMILION,1 GCC A St-E,ANGELUS,2001,75,12,310,97,owc12
SAINT-EMILION,1 GCC A St-E,ANGELUS,1998,75,30,320,96,owc12
SAINT-EMILION,1 GCC A St-E,ANGELUS,1994,75,5,254,93,owc12&units
SAINT-EMILION,1 GCC A St-E,ANGELUS,1988,75,12,310,77,owc12
SAINT-EMILION,2nd label,ANGELUS / CARILLON D'ANGELUS,2014,75,180,48,NM/86-88,primeurs (Dispo/Available 2016-17)
SAINT-EMILION,2nd label,ANGELUS / CARILLON D'ANGELUS,2013,75,72,53,,ow12 & owc6
SAINT-EMILION,2nd label,ANGELUS / CARILLON D'ANGELUS,2012,75,300,58,,ow12 & owc6
SAINT-EMILION,2nd label,ANGELUS / CARILLON D'ANGELUS,2011,75,36,58,,owc6
LALANDE DE POMEROL,2nd label,ANGELUS / LA FLEUR DE BOUARD,2014,75,60,16,NM/89-91,primeurs (Dispo/Available 2016-17)
LALANDE DE POMEROL,2nd label,ANGELUS / LA FLEUR DE BOUARD,2012,75,36,16.75,91,owc12
LALANDE DE POMEROL,,ANGELUS / LE PLUS DE LA FLEUR DE BOUARD,2014,75,240,54,NM/88-90,primeurs (Dispo/Available 2016-17)
LALANDE DE POMEROL,,ANGELUS / LE PLUS DE LA FLEUR DE BOUARD,2010,150,30,190,94+,owc6
MARGAUX,,ANGLUDET (D'),1990,75,12,34,85,owc12
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),2014,75,120,27,NM/88-90,primeurs (Dispo/Available 2016-17)
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),2013,75,78,26.5,85-87,owc6
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),2012,75,18,32,91,owc12
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),2011,300,5,137,87,
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),2011,75,240,32,87,owc12&owc6&units
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),2010,75,150,43.5,93,owc12&owc6
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),2009,600,3,364,92,owc1
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),2009,500,3,303,92,owc1
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),2009,300,5,182,92,owc1
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),2009,37.5,72,23,92,owc12
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),2009,75,66,46,92,owc12
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),2008,75,276,38,89,owc12
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),2007,75,48,34.5,90,owc12
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),2005,600,3,473,90,owc1
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),2005,500,3,394,90,owc1
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),2005,300,4,237,90,owc1
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),2005,37.5,72,30,90,owc12
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),2005,75,156,57,90,owc12
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),2003,600,2,400,90,owc1
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),2003,500,2,334,90,owc1
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),2003,300,2,200,90,owc1
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),2003,37.5,120,25,90,owc12
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),2003,75,60,50,90,owc12
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),2000,150,6,137,89,owc6
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),1997,300,2,169,87,owc1
PAUILLAC,5 GCC 1855,ARMAILHAC (Mouton),1996,300,2,219,87,owc1
SAINT-EMILION,GCC St Em,ARROSEE (L'),2012,75,600,35.5,92,owc12&owc6
SAINT-EMILION,1 GCC A St-E,AUSONE,2012,75,120,445,96+,owc6
SAINT-EMILION,1 GCC A St-E,AUSONE,2011,75,12,479,95+,owc6
SAINT-EMILION,1 GCC A St-E,AUSONE,2010,75,12,1475,98,owc6
SAINT-EMILION,1 GCC A St-E,AUSONE,2007,75,18,455,94,owc6&owc12
SAINT-EMILION,1 GCC A St-E,AUSONE,2005,75,72,1225,93,owc12
SAINT-EMILION,1 GCC A St-E,AUSONE,2000,75,36,975,98+,owc1
SAINT-EMILION,1 GCC A St-E,AUSONE,1990,75,6,457,91,units
SAINT-EMILION,1 GCC A St-E,AUSONE,1988,75,1,313,80,units
SAINT-EMILION,2nd label,AUSONE / CHAPELLE D'AUSONE,2014,75,42,107,NM/90-92,primeurs (Dispo/Available 2016-17)
SAINT-EMILION,2nd label,AUSONE / CHAPELLE D'AUSONE,2012,75,18,115,93,owc6
SAINT-EMILION,2nd label,AUSONE / CHAPELLE D'AUSONE,2011,75,12,121,91,owc6
SAINT-EMILION,GCC St Em,AUSONE / FONBEL,2014,75,300,10,n/a,primeurs (Dispo/Available 2016-17)
SAINT-EMILION,GCC St Em,AUSONE / FONBEL,2013,75,240,9.9,n/a,occ12
SAINT-EMILION,GCC St Em,AUSONE / FONBEL,2008,75,48,14.2,87,occ12
SAINT-EMILION,GCC St Em,AUSONE / MOULIN ST GEORGES,2014,75,60,20,n/a,owc12
SAINT-EMILION,GCC St Em,AUSONE / SIMARD,2012,75,600,11.5,n/a,occ12
SAINT-EMILION,GCC St Em,AUSONE / SIMARD,2009,75,600,11.5,87,occ12
SAINT-EMILION,GCC St Em,AUSONE / SIMARD,2007,75,600,8.5,n/a,occ12
SAINT-EMILION,GCC St Em,AUSONE / SIMARD,2006,75,3000,9.5,n/a,occ12
SAINT-EMILION,GCC St Em,AUSONE / SIMARD,1996,75,6000,8.5,n/a,occ12
SAINT-EMILION,GCC St Em,BALESTARD LA TONNELLE,2012,75,20000,16.9,86-88,owc12
SAINT-EMILION,GCC St Em,BALESTARD LA TONNELLE,2011,75,15000,21.6,n/a,owc12
SAINT-EMILION,GCC St Em,BALESTARD LA TONNELLE,2010,75,12000,23.9,86,owc12
SAINT-EMILION,GCC St Em,BALESTARD LA TONNELLE,2007,75,20000,18.5,87,"owc12, special 15,9 for 6000bts"
SAINT-EMILION,GCC St Em,BALESTARD LA TONNELLE,2004,75,6000,21,n/a,"owc12, special 19 for 6000bts"
SAINT-EMILION,GCC St Em,BARDE HAUT,2012,75,1139,15.9,90,occ12
SAINT-EMILION,GCC St Em,BARDE HAUT,2006,75,3300,18.2,89,"occ12, minimum order 600bts"
SAINT-EMILION,GCC St Em,BARDE HAUT,2003,75,144,19.5,88,occ12
PAUILLAC,5 GCC 1855,BATAILLEY,2006,75,6,40,91,units
PAUILLAC,5 GCC 1855,BATAILLEY,2003,75,84,40,91,owc12
SAINT-EMILION,1 GCC B St-E,BEAU SEJOUR BECOT,2006,75,168,41,91,owc12
HAUT-MEDOC,5 GCC 1855,BELGRAVE,2010,75,60,25,89,owc6
HAUT-MEDOC,5 GCC 1855,BELGRAVE,2009,75,24,29,89,units
HAUT-MEDOC,5 GCC 1855,BELGRAVE,2008,75,6,30.5,88,units
HAUT-MEDOC,5 GCC 1855,BELGRAVE,2006,75,6,40,87,owc12
SAINT-EMILION,GCC St Em,BELLEVUE MONDOTTE,2008,75,12,120,95+,owc12
SAINT-EMILION,GCC St Em,BERLIQUET,2014,75,240,20.4,NM/90-92,primeurs (Dispo/Available 2016-17)
SAINT-EMILION,GCC St Em,BERLIQUET,2013,75,66,20,n/a,owc6&owc12
SAINT-EMILION,GCC St Em,BERLIQUET,2012,75,240,19.9,89+,owc12
SAINT-EMILION,GCC St Em,BERLIQUET,2011,75,120,22.2,90-93,owc12
SAINT-EMILION,GCC St Em,BERLIQUET,2009,75,276,23,91,owc12
SAINT-EMILION,GCC St Em,BERLIQUET,2008,75,1800,19,87,owc12&owc6
SAINT-EMILION,GCC St Em,BERLIQUET,2003,75,360,24,88,owc12
HAUT-MEDOC,Cru Bourgeois,BERNADOTTE,2011,75,516,10.7,86,owc12
SAINT-JULIEN,4 GCC 1855,BEYCHEVELLE,2014,600,1,450,NM/91-93,primeurs (Dispo/Available 2016-17)
SAINT-JULIEN,4 GCC 1855,BEYCHEVELLE,2014,300,11,230,NM/91-93,primeurs (Dispo/Available 2016-17)
SAINT-JULIEN,4 GCC 1855,BEYCHEVELLE,2014,150,6,110,NM/91-93,primeurs (Dispo/Available 2016-17)
SAINT-JULIEN,4 GCC 1855,BEYCHEVELLE,2014,75,300,56,NM/91-93,primeurs (Dispo/Available 2016-17)
SAINT-JULIEN,4 GCC 1855,BEYCHEVELLE,2013,75,96,57,88-90,owc12
SAINT-JULIEN,4 GCC 1855,BEYCHEVELLE,2011,75,180,61,87,owc6&owc12
SAINT-JULIEN,4 GCC 1855,BEYCHEVELLE,2010,75,567,79,94,owc12&owc6
SAINT-JULIEN,4 GCC 1855,BEYCHEVELLE,2009,75,6,78,93,owc6
SAINT-JULIEN,4 GCC 1855,BEYCHEVELLE,2008,75,30,82,89+,owc12&owc6
SAINT-JULIEN,4 GCC 1855,BEYCHEVELLE,2005,75,120,106,93,owc12
SAINT-JULIEN,4 GCC 1855,BEYCHEVELLE,2004,75,42,95,90,owc12&units
SAINT-JULIEN,4 GCC 1855,BEYCHEVELLE,1998,75,12,90,87,owc12
SAINT-JULIEN,2nd label,BEYCHEVELLE / AMIRAL DE BEYCHEVELLE,2013,75,600,25,n/a,owc12
