,,,,"17, Cours du Médoc",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
HAUT MEDOC AOC,CHATEAU CANTEMERLE,5EME GRAND CRU CLASSE,2005,34,>600,bt.,89,90
HAUT MEDOC AOC,CHATEAU CANTEMERLE,5EME GRAND CRU CLASSE,2005,70,114,mag.,89,90
HAUT MEDOC AOC,CHATEAU CANTEMERLE,5EME GRAND CRU CLASSE,2000,36,384,bt.,88,91
HAUT MEDOC AOC,CHATEAU CANTEMERLE,5EME GRAND CRU CLASSE,1999,55,6,mag.,79,85
HAUT MEDOC AOC,CHATEAU CANTEMERLE,5EME GRAND CRU CLASSE,1996,82,18,mag.,87,85
HAUT MEDOC AOC,CHATEAU CHARMAIL,CRU BOURGEOIS,2013,9.9,12,bt.,87 - 88,
HAUT MEDOC AOC,CHATEAU CHARMAIL,CRU BOURGEOIS,2012,10,4,bt.,85,86
HAUT MEDOC AOC,CHATEAU CHARMAIL,CRU BOURGEOIS,2006,10,144,bt.,,84
HAUT MEDOC AOC,CHATEAU CITRAN,CRU BOURGEOIS,2005,14.9,>1200,bt.,87,88
HAUT MEDOC AOC,CHATEAU D'AURILHAC,CRU BOURGEOIS,2009,8.95,143,bt.,87 - 89,
HAUT MEDOC AOC,CHATEAU DE CAMENSAC,5EME GRAND CRU CLASSE,2012,16.1,>600,bt.,86,84 - 87
HAUT MEDOC AOC,CHATEAU DE CAMENSAC,5EME GRAND CRU CLASSE,2009,22.5,84,bt.,89,88
HAUT MEDOC AOC,CHATEAU DE CAMENSAC,5EME GRAND CRU CLASSE,2000,35,497,bt.,89,90
HAUT MEDOC AOC,CHATEAU LA LAGUNE,3EME GRAND CRU CLASSE,2013,26,234,bt.,,
HAUT MEDOC AOC,CHATEAU LA LAGUNE,3EME GRAND CRU CLASSE,2012,34.8,>600,bt.,90,82 - 85
HAUT MEDOC AOC,CHATEAU LA LAGUNE,3EME GRAND CRU CLASSE,2011,36,294,bt.,89,86 - 89
HAUT MEDOC AOC,CHATEAU LA LAGUNE,3EME GRAND CRU CLASSE,2010,44,>1200,bt.,94,89 - 92
HAUT MEDOC AOC,CHATEAU LA LAGUNE,3EME GRAND CRU CLASSE,2010,198,18,d.mag.,94,89 - 92
HAUT MEDOC AOC,CHATEAU LA LAGUNE,3EME GRAND CRU CLASSE,2008,70,246,mag.,93,
HAUT MEDOC AOC,CHATEAU LA LAGUNE,3EME GRAND CRU CLASSE,2008,165,14,d.mag.,93,
HAUT MEDOC AOC,CHATEAU LA LAGUNE,3EME GRAND CRU CLASSE,2007,150,93,d.mag.,90,84 - 87
HAUT MEDOC AOC,CHATEAU LA LAGUNE,3EME GRAND CRU CLASSE,2006,70,588,mag.,91,85 - 88
HAUT MEDOC AOC,CHATEAU LA LAGUNE,3EME GRAND CRU CLASSE,2004,275,1,jéro.,90 - 93,87
HAUT MEDOC AOC,CHATEAU LA LAGUNE,3EME GRAND CRU CLASSE,2004,72,48,mag.,90 - 93,87
HAUT MEDOC AOC,CHATEAU LA LAGUNE,3EME GRAND CRU CLASSE,2004,165,8,d.mag.,90 - 93,87
HAUT MEDOC AOC,CHATEAU LA TOUR CARNET,4EME GRAND CRU CLASSE,2013,19.5,108,bt.,86 - 88,86 - 89
HAUT MEDOC AOC,CHATEAU LA TOUR CARNET,4EME GRAND CRU CLASSE,2012,198,3,jéro.,90,87 - 90
HAUT MEDOC AOC,CHATEAU LA TOUR CARNET,4EME GRAND CRU CLASSE,2012,22,>600,bt.,90,87 - 90
HAUT MEDOC AOC,CHATEAU LA TOUR CARNET,4EME GRAND CRU CLASSE,2012,130,6,d.mag.,90,87 - 90
HAUT MEDOC AOC,CHATEAU LA TOUR CARNET,4EME GRAND CRU CLASSE,2011,21,144,bt.,90,87 - 90
HAUT MEDOC AOC,CHATEAU LA TOUR CARNET,4EME GRAND CRU CLASSE,2010,28.5,66,bt.,93,89
HAUT MEDOC AOC,CHATEAU LANESSAN,CRU BOURGEOIS,2012,17.9,74,mag.,86,
HAUT MEDOC AOC,CHATEAU LANESSAN,CRU BOURGEOIS,2012,4.5,336,1/2 bt.,86,
HAUT MEDOC AOC,CHATEAU LANESSAN,CRU BOURGEOIS,2012,8.95,8,bt.,86,
HAUT MEDOC AOC,CHATEAU LANESSAN,CRU BOURGEOIS,2011,9.1,>1200,bt.,85,
HAUT MEDOC AOC,CHATEAU LANESSAN,CRU BOURGEOIS,2010,11.5,1,bt.,87,
HAUT MEDOC AOC,CHATEAU LANESSAN,CRU BOURGEOIS,2007,21,24,mag.,,
HAUT MEDOC AOC,CHATEAU LANESSAN,CRU BOURGEOIS,2005,37,5,mag.,89,86
HAUT MEDOC AOC,CHATEAU PALOUMEY,CRU BOURGEOIS,2006,10.2,7,bt.,,88
HAUT MEDOC AOC,CHATEAU PEYRABON,CRU BOURGEOIS,2012,5.95,4,bt.,82,86
HAUT MEDOC AOC,CHATEAU SENEJAC,,2013,7.8,>600,bt.,87 - 88,
HAUT MEDOC AOC,CHATEAU SENEJAC,CRU BOURGEOIS,2012,7.8,417,bt.,86,84
HAUT MEDOC AOC,CHATEAU SENEJAC,CRU BOURGEOIS,2011,8.2,>1200,bt.,87,
HAUT MEDOC AOC,CHATEAU SOCIANDO-MALLET,,2013,18,>600,bt.,86 - 88,87 - 90
HAUT MEDOC AOC,CHATEAU SOCIANDO-MALLET,,2012,19.2,358,bt.,90,88 - 91
HAUT MEDOC AOC,CHATEAU SOCIANDO-MALLET,,2009,27.5,185,bt.,90,88
HAUT MEDOC AOC,CHATEAU SOCIANDO-MALLET,,2007,22,168,bt.,,85 - 88
HAUT MEDOC AOC,CHATEAU SOCIANDO-MALLET,,2006,27,198,bt.,90,90
HAUT MEDOC AOC,CHATEAU SOCIANDO-MALLET,,2004,34,359,bt.,89 - 92,89
HAUT MEDOC AOC,CHATEAU SOCIANDO-MALLET,,2003,36,12,bt.,94,92
HAUT MEDOC AOC,CHATEAU SOCIANDO-MALLET,,1999,33,12,bt.,89,88
HAUT MEDOC AOC,CHATEAU VERDIGNAN,CRU BOURGEOIS,2002,10.2,36,bt.,,82
HAUT MEDOC AOC,HERITAGE DE CHASSE SPLEEN,2EME VIN,2012,8.95,3,bt.,,
HAUT MEDOC AOC,LA CLOSERIE DE CAMENSAC,2EME VIN,2013,8,120,bt.,,
HAUT MEDOC AOC,LA CLOSERIE DE CAMENSAC,2EME VIN,2011,8,79,bt.,,
HAUT MEDOC AOC,LA CLOSERIE DE CAMENSAC,2EME VIN,2010,8.4,12,bt.,,
HAUT MEDOC AOC,LE HAUT MEDOC DE GISCOURS,,2013,20,66,mag.,,
HAUT MEDOC AOC,LE HAUT MEDOC DE GISCOURS,2EME VIN,2012,10.85,>1200,bt.,,
HAUT MEDOC AOC,LE HAUT MEDOC DE GISCOURS,2EME VIN,2009,13.5,189,bt.,,
HAUT MEDOC AOC,LE HAUT MEDOC DE LAGRANGE,2EME VIN,2013,9,>1200,bt.,,
HAUT MEDOC AOC,LE HAUT MEDOC DE LAGRANGE,2EME VIN,2012,9,138,bt.,,
HAUT MEDOC AOC,LES ALLEES DE CANTEMERLE,2EME VIN,2013,5.3,>1200,1/2 bt.,,
HAUT MEDOC AOC,LES ALLEES DE CANTEMERLE,2EME VIN,2013,8.95,>600,bt.,,
HAUT MEDOC AOC,LES ALLEES DE CANTEMERLE,2EME VIN,2012,5.3,>1200,1/2 bt.,,
HAUT MEDOC AOC,LES ALLEES DE CANTEMERLE,2EME VIN,2012,8.95,>1200,bt.,,
HAUT MEDOC AOC,LES ALLEES DE CANTEMERLE,2EME VIN,2011,8.95,>1200,bt.,,
HAUT MEDOC AOC,LES ALLEES DE CANTEMERLE,2EME VIN,2011,5.15,>600,1/2 bt.,,
HAUT MEDOC AOC,LES ALLEES DE CANTEMERLE,2EME VIN,2010,28.5,228,mag.,,
HAUT MEDOC AOC,LES ALLEES DE CANTEMERLE,2EME VIN,2010,11.9,>1200,bt.,,
HAUT MEDOC AOC,LES ALLEES DE CANTEMERLE,2EME VIN,2010,9,48,1/2 bt.,,
HAUT MEDOC AOC,LES ALLEES DE CANTEMERLE,2EME VIN,2009,11.9,>1200,bt.,,
HAUT MEDOC AOC,LES ALLEES DE CANTEMERLE,2EME VIN,2009,28.5,594,mag.,,
HAUT MEDOC AOC,LES ALLEES DE CANTEMERLE,2EME VIN,2009,9,24,1/2 bt.,,
HAUT MEDOC AOC,LES ALLEES DE CANTEMERLE,2EME VIN,2006,22,36,mag.,,
HAUT MEDOC AOC,LES ALLEES DE CANTEMERLE,2EME VIN,2006,7.2,156,1/2 bt.,,
HAUT MEDOC AOC,LES ALLEES DE CANTEMERLE,2EME VIN,2005,8.8,431,1/2 bt.,,
HAUT MEDOC AOC,LES ALLEES DE CANTEMERLE,2EME VIN,2005,28.7,18,mag.,,
HAUT MEDOC AOC,L'ORME DE RAUZAN GASSIES,,2013,8.75,>1200,bt.,,
HAUT MEDOC AOC,L'ORME DE RAUZAN GASSIES,,2012,9.5,>1200,bt.,,
HERMITAGE ROUGE,JABOULET AINE LA CHAPELLE,,2012,138,120,bt.,,
LALANDE DE POMEROL AOC,LA CHENADE (DURANTOU),,2013,8.2,348,bt.,,85 - 88
LALANDE DE POMEROL AOC,LA FLEUR DE BOUARD,2EME VIN,2010,28.9,24,bt.,92,91
LALANDE DE POMEROL AOC,LE PLUS DE LA FLEUR DE BOUARD,,2011,57,12,bt.,92 - 94,89 - 92
LUSSAC ST EMILION AOC,CHATEAU LYONNAT CUVEE EMOTION,,2010,12.9,12,bt.,,89/92
MARGAUX AOC,ALTER EGO DE PALMER,2EME VIN,2013,36,>1200,bt.,81 - 84,87 - 90
MARGAUX AOC,ALTER EGO DE PALMER,2EME VIN,2012,49,114,bt.,93,90 - 93
MARGAUX AOC,ALTER EGO DE PALMER,2EME VIN,2011,49,180,bt.,89,89 - 92
MARGAUX AOC,ALTER EGO DE PALMER,2EME VIN,2006,118,9,mag.,87,89 - 91
MARGAUX AOC,BARON DE BRANE,2EME VIN,2013,13.8,>1200,bt.,,
MARGAUX AOC,BARON DE BRANE,2EME VIN,2012,13.8,3,bt.,,
MARGAUX AOC,BARON DE BRANE,2EME VIN,2010,19,>600,bt.,,89/92
MARGAUX AOC,BARON DE BRANE,2EME VIN,2009,19,>1200,bt.,87/88,
MARGAUX AOC,BLASON D'ISSAN,2EME VIN,2013,13.8,>600,bt.,,
MARGAUX AOC,BRIO DE CANTENAC BROWN,2EME VIN,2013,14.5,246,bt.,,
MARGAUX AOC,CH. MALESCOT ST EXUPERY,3EME GRAND CRU CLASSE,2013,27.6,>1200,bt.,89 - 91,88 - 91
MARGAUX AOC,CH. MALESCOT ST EXUPERY,3EME GRAND CRU CLASSE,2012,33,144,bt.,93,93
MARGAUX AOC,CH. MALESCOT ST EXUPERY,3EME GRAND CRU CLASSE,2010,62,>600,bt.,95,94
MARGAUX AOC,CH. MALESCOT ST EXUPERY,3EME GRAND CRU CLASSE,2005,100,12,bt.,96,97
MARGAUX AOC,CH. MALESCOT ST EXUPERY,3EME GRAND CRU CLASSE,2000,170,12,mag.,95,93
MARGAUX AOC,CHATEAU BRANE CANTENAC,2EME GRAND CRU CLASSE ,2013,31,138,bt.,88 - 90,84 - 87
MARGAUX AOC,CHATEAU BRANE CANTENAC,2EME GRAND CRU CLASSE ,2012,37,>1200,bt.,91,90 - 93
MARGAUX AOC,CHATEAU BRANE CANTENAC,2EME GRAND CRU CLASSE ,2010,66,>1200,bt.,95,93
MARGAUX AOC,CHATEAU BRANE CANTENAC,2EME GRAND CRU CLASSE ,2005,79,360,bt.,95,92
MARGAUX AOC,CHATEAU BRANE CANTENAC,2EME GRAND CRU CLASSE ,2003,58,48,bt.,88,90
MARGAUX AOC,CHATEAU BRANE CANTENAC,2EME GRAND CRU CLASSE ,2000,89,361,bt.,92,92 - 94
MARGAUX AOC,CHATEAU BRANE CANTENAC,2EME GRAND CRU CLASSE ,1994,42,>600,bt.,82,81
MARGAUX AOC,CHATEAU CANTENAC-BROWN,3EME GRAND CRU CLASSE,2005,108,12,mag.,87,91
MARGAUX AOC,CHATEAU CANTENAC-BROWN,3EME GRAND CRU CLASSE,2005,55,292,bt.,87,91
MARGAUX AOC,CHATEAU DAUZAC,5EME GRAND CRU CLASSE,2012,29.2,>1200,bt.,87,89 - 92
MARGAUX AOC,CHATEAU DAUZAC,5EME GRAND CRU CLASSE,2010,325,7,impé.,,
MARGAUX AOC,CHATEAU DAUZAC,5EME GRAND CRU CLASSE,2010,34,6,bt.,,
MARGAUX AOC,CHATEAU DAUZAC,5EME GRAND CRU CLASSE,2010,171,11,d.mag.,,
MARGAUX AOC,CHATEAU DAUZAC,5EME GRAND CRU CLASSE,2009,18.5,312,1/2 bt.,92,91
MARGAUX AOC,CHATEAU DAUZAC,5EME GRAND CRU CLASSE,2009,36,1,bt.,92,91
MARGAUX AOC,CHATEAU DAUZAC,5EME GRAND CRU CLASSE,2009,74,36,mag.,92,91
MARGAUX AOC,CHATEAU D'ISSAN,3EME GRAND CRU CLASSE,2012,41,396,bt.,95,89 - 92
MARGAUX AOC,CHATEAU D'ISSAN,3EME GRAND CRU CLASSE,2010,56,12,bt.,95,91
MARGAUX AOC,CHATEAU D'ISSAN,3EME GRAND CRU CLASSE,2005,70,18,bt.,96,92
MARGAUX AOC,CHATEAU DU TERTRE,5EME GRAND CRU CLASSE,2010,33,>600,bt.,90,92
MARGAUX AOC,CHATEAU DU TERTRE,5EME GRAND CRU CLASSE,2009,36,180,bt.,92,91
MARGAUX AOC,CHATEAU DU TERTRE,5EME GRAND CRU CLASSE,2007,28,84,bt.,87 - 89,83 - 86
MARGAUX AOC,CHATEAU DU TERTRE,5EME GRAND CRU CLASSE,2006,29,12,bt.,86,82
MARGAUX AOC,CHATEAU DU TERTRE,5EME GRAND CRU CLASSE,2001,38.5,239,bt.,90,87
MARGAUX AOC,CHATEAU DURFORT-VIVENS,2EME GRAND CRU CLASSE ,2009,38,74,bt.,89,90
MARGAUX AOC,CHATEAU GISCOURS,3EME GRAND CRU CLASSE,2013,30.5,>1200,bt.,,85 - 88
MARGAUX AOC,CHATEAU GISCOURS,3EME GRAND CRU CLASSE,2010,49,96,bt.,91,94
MARGAUX AOC,CHATEAU GISCOURS,3EME GRAND CRU CLASSE,2009,53,12,bt.,94,93
MARGAUX AOC,CHATEAU LA GURGUE,,2013,10.2,456,bt.,,79 - 82
MARGAUX AOC,CHATEAU LA GURGUE,CRU BOURGEOIS,2012,10.2,303,bt.,,84 - 87
MARGAUX AOC,CHATEAU LA TOUR DE MONS,CRU BOURGEOIS,2013,10.7,>600,bt.,,
MARGAUX AOC,CHATEAU LA TOUR DE MONS,CRU BOURGEOIS,2012,12.5,84,bt.,89,88 - 91
MARGAUX AOC,CHATEAU LABEGORCE,CRU BOURGEOIS,2008,21.3,120,bt.,82 - 84,83 - 86
MARGAUX AOC,CHATEAU LASCOMBES,2EME GRAND CRU CLASSE ,2013,43,180,bt.,90 - 93,88 - 91
MARGAUX AOC,CHATEAU LASCOMBES,2EME GRAND CRU CLASSE ,2012,88,18,mag.,94,87 - 90
MARGAUX AOC,CHATEAU LASCOMBES,2EME GRAND CRU CLASSE ,2011,48,90,bt.,93,88 - 91
MARGAUX AOC,CHATEAU LASCOMBES,2EME GRAND CRU CLASSE ,2010,73,108,bt.,96,91
MARGAUX AOC,CHATEAU LASCOMBES,2EME GRAND CRU CLASSE ,2006,72,120,bt.,90,90
MARGAUX AOC,CHATEAU LASCOMBES,2EME GRAND CRU CLASSE ,2000,90,6,bt.,90,89
MARGAUX AOC,CHATEAU MARGAUX,1ER GRAND CRU CLASSE,2013,300,12,bt.,88 - 90,90 - 93
MARGAUX AOC,CHATEAU MARGAUX,1ER GRAND CRU CLASSE,2012,345,36,bt.,95,95
MARGAUX AOC,CHATEAU MARGAUX,1ER GRAND CRU CLASSE,2011,360,60,bt.,93,93 - 96
MARGAUX AOC,CHATEAU MARGAUX,1ER GRAND CRU CLASSE,2009,640,19,bt.,99,96
MARGAUX AOC,CHATEAU MARGAUX,1ER GRAND CRU CLASSE,2006,370,60,bt.,94,95
MARGAUX AOC,CHATEAU MARGAUX,1ER GRAND CRU CLASSE,2005,680,12,bt.,98,100
MARGAUX AOC,CHATEAU MARGAUX,1ER GRAND CRU CLASSE,2004,354,18,bt.,93,93
MARGAUX AOC,CHATEAU MARGAUX,1ER GRAND CRU CLASSE,1998,370,6,bt.,91,90
MARGAUX AOC,CHATEAU MARGAUX,1ER GRAND CRU CLASSE,1996,560,24,bt.,99,97
MARGAUX AOC,CHATEAU MARGAUX,1ER GRAND CRU CLASSE,1995,465,36,bt.,95,100
MARGAUX AOC,CHATEAU MARGAUX,1ER GRAND CRU CLASSE,1988,380,3,bt.,89,95
MARGAUX AOC,CHATEAU MONBRISON,,2013,15.3,>1200,bt.,,83 - 86
MARGAUX AOC,CHATEAU MONBRISON,CRU BOURGEOIS,2012,16.7,543,bt.,,88 - 91
MARGAUX AOC,CHATEAU MONBRISON,CRU BOURGEOIS,2005,144,3,d.mag.,,91
MARGAUX AOC,CHATEAU PALMER,3EME GRAND CRU CLASSE,2013,150,36,bt.,87 - 88,90 - 93
