,,,TWINS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
PAUILLAC,2ND,2013,PICHON BARON,75cl,91-93,59.5,,2013,GRIFFONS DE PICHON BARON,"1,5L",45,,Mag
PAUILLAC,2ND,1989,PICHON LALANDE,75cl,93,199,,,,,,,
PAUILLAC,2ND,1995,PICHON LALANDE  ex-chateau,"1,5L",96,370,Mag,,,,,,
PAUILLAC,2ND,1995,PICHON LALANDE,75cl,96,195,,,,,,,
PAUILLAC,2ND,2003,PICHON LALANDE,75cl,95,130,,,,,,,
PAUILLAC,2ND,2003,PICHON LALANDE  ex-chateau,"3,0L",95,550,DMAG,,,,,,
PAUILLAC,2ND,2005,PICHON LALANDE,75cl,89,105,,,,,,,
PAUILLAC,2ND,2005,PICHON LALANDE  ex-chateau,"1,5L",89,195,Mag,,,,,,
PAUILLAC,2ND,2008,PICHON LALANDE,75cl,92,86,,,,,,,
PAUILLAC,2ND,2009,PICHON LALANDE,75cl,95,135,,2004,RESERVE DE LA COMTESSE,75cl,30,,88-90
PAUILLAC,2ND,2010,PICHON LALANDE,75cl,95+,138,,2009,RESERVE DE LA COMTESSE,75cl,35,,91
PAUILLAC,2ND,2011,PICHON LALANDE,75cl,89,75,,2010,RESERVE DE LA COMTESSE,75cl,30,,89
PAUILLAC,2ND,2011,PICHON LALANDE,"1,5L",89,150,Mag,2012,RESERVE DE LA COMTESSE,75cl,23,,88
PAUILLAC,2ND,2012,PICHON LALANDE,75cl,90,75,,2013,RESERVE DE LA COMTESSE,75cl,20.4,,-
PAUILLAC,4TH,1986,DUHART MILON  ex-chateau,"1,5L",87,155,Mag,,,,,,
PAUILLAC,4TH,2003,DUHART MILON,75cl,94,85,,,,,,,
PAUILLAC,4TH,2008,DUHART MILON,75cl,94,64,,,,,,,
PAUILLAC,4TH,2010,DUHART MILON,75cl,96,72,,,,,,,
PAUILLAC,4TH,2011,DUHART MILON,75cl,89-91,54,,,,,,,
PAUILLAC,4TH,2012,DUHART MILON,75cl,89,52,,,,,,,
PAUILLAC,4TH,2013,DUHART MILON,75cl,85-87,46,,,,,,,
PAUILLAC,5TH,1990,ARMAILHAC,"1,5L",85,135,Mag,,,,,,
PAUILLAC,5TH,1995,ARMAILHAC,"1,5L",89,100,Mag,,,,,,
PAUILLAC,5TH,2005,ARMAILHAC,75cl,90,52,,,,,,,
PAUILLAC,5TH,2011,ARMAILHAC,75cl,87,29.95,,,,,,,
PAUILLAC,5TH,2012,ARMAILHAC,75cl,91,29.5,,,,,,,
PAUILLAC,5TH,2013,ARMAILHAC,75cl,85-87,25,,,,,,,
PAUILLAC,5TH,2013,ARMAILHAC,"37,5cl",85-87,12.5,Half,,,,,,
PAUILLAC,5TH,2005,CLERC MILON,75cl,93,75,,,,,,,
PAUILLAC,5TH,2009,CLERC MILON,75cl,92,65,,,,,,,
PAUILLAC,5TH,1989,GRAND PUY DUCASSE,75cl,87,55,,,,,,,
PAUILLAC,5TH,1990,GRAND PUY DUCASSE,"1,5L",,105,Mag,,,,,,
PAUILLAC,5TH,1990,GRAND PUY DUCASSE,"3,0L",,230,DMAG,,,,,,
PAUILLAC,5TH,1994,GRAND PUY DUCASSE,75cl,87,29.95,,,,,,,
PAUILLAC,5TH,1996,GRAND PUY DUCASSE,75cl,87,49.95,,,,,,,
PAUILLAC,5TH,1997,GRAND PUY DUCASSE,75cl,86,27,,,,,,,
PAUILLAC,5TH,2005,GRAND PUY DUCASSE,75cl,91,45,,,,,,,
PAUILLAC,5TH,2012,GRAND PUY DUCASSE,75cl,90,25,,2011,PRELUDE A GRAND PUY DUCASSE,75cl,13.95,,
PAUILLAC,5TH,2002,GRAND PUY LACOSTE,75cl,86,35,,,,,,,
PAUILLAC,5TH,2004,GRAND PUY LACOSTE,75cl,89,42,,,,,,,
PAUILLAC,5TH,2008,GRAND PUY LACOSTE,75cl,89,36,,,,,,,
PAUILLAC,5TH,2009,GRAND PUY LACOSTE,75cl,95,72,,,,,,,
PAUILLAC,5TH,2010,GRAND PUY LACOSTE,75cl,95,72,,,,,,,
PAUILLAC,5TH,2011,GRAND PUY LACOSTE,75cl,91,36,,,,,,,
PAUILLAC,5TH,2012,GRAND PUY LACOSTE,75cl,91,35,,,,,,,
PAUILLAC,5TH,2013,GRAND PUY LACOSTE,75cl,-,31.2,,2013,LACOSTE BORIE,75cl,13.5,,
PAUILLAC,5TH,2013,HAUT BAGES LIBERAL,75cl,-,19.8,,,,,,,
PAUILLAC,5TH,2003,HAUT BATAILLEY,75cl,87,35,,,,,,,
PAUILLAC,5TH,1993,LYNCH BAGES,"5,0L",86,510,JERO,,,,,,
PAUILLAC,5TH,1996,LYNCH BAGES,75cl,93,159,,,,,,,
PAUILLAC,5TH,1999,LYNCH BAGES,75cl,90,119,,,,,,,
PAUILLAC,5TH,2005,LYNCH BAGES,75cl,92,150,,,,,,,
PAUILLAC,5TH,2010,LYNCH BAGES,75cl,96,120,,2011,ECHO DE LYNCH BAGES,75cl,25,,86
PAUILLAC,5TH,2011,LYNCH BAGES,75cl,90,75,,2012,ECHO DE LYNCH BAGES,75cl,23,,86
PAUILLAC,5TH,2012,LYNCH BAGES,75cl,87,72.5,,2013,ECHO DE LYNCH BAGES,75cl,21.6,,
PAUILLAC,5TH,2013,LYNCH BAGES,75cl,86-88,68,,2013,ECHO DE LYNCH BAGES,"37,5cl",11.3,,half
PAUILLAC,5TH,1993,PONTET CANET,"5,0L",86,360,JERO,,,,,,
PAUILLAC,5TH,1993,PONTET CANET,"6,0L",86,430,Imperiale,,,,,,
PAUILLAC,5TH,2004,PONTET CANET,75cl,90+,68,,,,,,,
PAUILLAC,5TH,2005,PONTET CANET,75cl,97+,125,,,,,,,
PAUILLAC,5TH,2006,PONTET CANET,75cl,94,75,,,,,,,
PAUILLAC,5TH,2008,PONTET CANET,75cl,96,69,,,,,,,
PAUILLAC,5TH,2009,PONTET CANET,75cl,100,180,,,,,,,
PAUILLAC,5TH,2010,PONTET CANET,75cl,100,180,,,,,,,
PAUILLAC,5TH,2011,PONTET CANET,75cl,93+,68,,,,,,,
PAUILLAC,5TH,2012,PONTET CANET,75cl,93,66,,,,,,,
PAUILLAC,5TH,2013,PONTET CANET,75cl,90-92,58,,,,,,,
PAUILLAC,CB,2011,PIBRAN,75cl,86,17.95,,,,,,,
PAUILLAC,CB,2012,PIBRAN,75cl,88,16.8,,,,,,,
ST ESTEPHE,2ND,1986,COS D'ESTOURNEL ,75cl,95,170,,,,,,,
ST ESTEPHE,2ND,1988,COS D'ESTOURNEL ,75cl,87,129,,,,,,,
ST ESTEPHE,2ND,2000,COS D'ESTOURNEL ,75cl,91,165,,,,,,,
ST ESTEPHE,2ND,2001,COS D'ESTOURNEL ,75cl,93,115,,,,,,,
ST ESTEPHE,2ND,2003,COS D'ESTOURNEL ,75cl,97,165,,,,,,,
ST ESTEPHE,2ND,2004,COS D'ESTOURNEL ,75cl,92,92,,,,,,,
ST ESTEPHE,2ND,2005,COS D'ESTOURNEL ,75cl,97,175,,,,,,,
ST ESTEPHE,2ND,2007,COS D'ESTOURNEL ,75cl,90,77,,,,,,,
ST ESTEPHE,2ND,2008,COS D'ESTOURNEL ,75cl,92+,89,,,,,,,
ST ESTEPHE,2ND,2010,COS D'ESTOURNEL ,75cl,97+,189,,,,,,,
ST ESTEPHE,2ND,2011,COS D'ESTOURNEL ,75cl,91,90,,,,,,,
ST ESTEPHE,2ND,2012,COS D'ESTOURNEL  blanc,75cl,,48,,2013,PAGODES DE COS,75cl,26.4,,
ST ESTEPHE,2ND,1981,MONTROSE  ex-château,75cl,,95,,,,,,,
ST ESTEPHE,2ND,1985,MONTROSE  ex-château,"1,5L",,264,Mag,,,,,,
ST ESTEPHE,2ND,1986,MONTROSE  ex-château,75cl,91,180,,,,,,,
ST ESTEPHE,2ND,1995,MONTROSE  ex-château,75cl,93,132,,1991,DAME DE MONTROSE ,75cl,26,,
ST ESTEPHE,2ND,1998,MONTROSE  ex-château,75cl,90,110,,1993,DAME DE MONTROSE ,75cl,25,,
ST ESTEPHE,2ND,1999,MONTROSE  ex-château,"1,5L",90,204,Mag,1994,DAME DE MONTROSE ,75cl,25,,
ST ESTEPHE,2ND,2002,MONTROSE  ex-château,"1,5L",90,162,Mag,1996,DAME DE MONTROSE ,75cl,42,,
ST ESTEPHE,2ND,2003,MONTROSE ,75cl,99,195,,1999,DAME DE MONTROSE ,75cl,30,,87
ST ESTEPHE,2ND,2004,MONTROSE  ex-château,"1,5L",91,168,Mag,2000,DAME DE MONTROSE ,75cl,48,,90
ST ESTEPHE,2ND,2005,MONTROSE ,75cl,94+,130,,2004,DAME DE MONTROSE ,"1,5L",72,,Mag
ST ESTEPHE,2ND,2005,MONTROSE  ex-château,"1,5L",94+,295,Mag,2006,DAME DE MONTROSE ,"1,5L",72,,Mag
ST ESTEPHE,2ND,2007,MONTROSE ,75cl,91,69.5,,2007,DAME DE MONTROSE ,"1,5L",59.95,,Mag
ST ESTEPHE,2ND,2008,MONTROSE ,75cl,95,79,,2008,DAME DE MONTROSE ,75cl,29.95,,89
ST ESTEPHE,2ND,2011,MONTROSE ,75cl,89+,65,,2011,DAME DE MONTROSE ,75cl,22.8,,86
ST ESTEPHE,2ND,2011,MONTROSE ,"3,0L",89+,260,Dmag,2012,DAME DE MONTROSE ,75cl,21,,88
ST ESTEPHE,2ND,2011,MONTROSE ,"6,0L",89+,530,Imperiale,2013,DAME DE MONTROSE ,75cl,19.8,,
ST ESTEPHE,2ND,2012,MONTROSE ,75cl,92+,62,,2012,LE SAINT ESTEPHE DE MONTROSE,75cl,13.2,,
ST ESTEPHE,2ND,2013,MONTROSE ,75cl,87-89,57.6,,2013,LE SAINT ESTEPHE DE MONTROSE,75cl,13.2,,
ST ESTEPHE,3RD,1996,CALON SEGUR  ,75cl,92,79,,,,,,,
ST ESTEPHE,3RD,1999,CALON SEGUR  ,"1,5L",87,118,Mag,,,,,,
ST ESTEPHE,3RD,2000,CALON SEGUR  ,75cl,91+,79.8,,,,,,,
ST ESTEPHE,3RD,2001,CALON SEGUR  ,75cl,90,72,,,,,,,
ST ESTEPHE,3RD,2001,CALON SEGUR  ,"37,5cl",90,34.5,Half,,,,,,
ST ESTEPHE,3RD,2003,CALON SEGUR  ,75cl,93,82,,,,,,,
ST ESTEPHE,3RD,2005,CALON SEGUR  ,75cl,93,85,,,,,,,
ST ESTEPHE,3RD,2009,CALON SEGUR  ,75cl,94+,78,,,,,,,
ST ESTEPHE,4TH,1975,LAFON ROCHET,"1,5L",,110,Mag,,,,,,
ST ESTEPHE,4TH,1985,LAFON ROCHET,75cl,,65,,,,,,,
ST ESTEPHE,4TH,1995,LAFON ROCHET,75cl,89,52,,,,,,,
ST ESTEPHE,4TH,1996,LAFON ROCHET,75cl,90,52,,,,,,,
ST ESTEPHE,4TH,2005,LAFON ROCHET,75cl,91,45,,,,,,,
ST ESTEPHE,4TH,2006,LAFON ROCHET,75cl,88,31,,,,,,,
ST ESTEPHE,4TH,2008,LAFON ROCHET,75cl,88,27.5,,,,,,,
ST ESTEPHE,4TH,2009,LAFON ROCHET,75cl,90,35,,,,,,,
ST ESTEPHE,4TH,2010,LAFON ROCHET,75cl,90+,34,,,,,,,
ST ESTEPHE,4TH,2012,LAFON ROCHET,75cl,86,26,,,,,,,
ST ESTEPHE,4TH,2013,LAFON ROCHET,75cl,86-88,21,,,,,,,
ST ESTEPHE,CB,1994,HAUT MARBUZET,75cl,88-90,29.95,,,,,,,
ST ESTEPHE,CB,2003,HAUT MARBUZET,75cl,88,32,,,,,,,
ST ESTEPHE,CB,2000,LILIAN LADOUYS,"1,5L",,55,Mag,,,,,,
ST ESTEPHE,CB,2000,LILIAN LADOUYS,"3,0L",,129,Dmag,,,,,,
ST ESTEPHE,CB,2005,LILIAN LADOUYS,"1,5L",,55,Mag,,,,,,
ST ESTEPHE,CB,2005,LILIAN LADOUYS,"3,0L",,110,Dmag,,,,,,
ST ESTEPHE,CB,2010,LILIAN LADOUYS,75cl,88,16,,,,,,,
ST ESTEPHE,CB,2013,LILIAN LADOUYS,75cl,86-88,9.9,,,,,,,
ST ESTEPHE,CB,1986,MEYNEY,"3,0L",90,160,Dmag,,,,,,
ST ESTEPHE,CB,1995,MEYNEY,"1,5L",88-90,60,Mag,,,,,,
ST ESTEPHE,CB,1998,MEYNEY,75cl,,22,,,,,,,
ST ESTEPHE,CB,2001,MEYNEY,75cl,,22,,,,,,,
ST ESTEPHE,CB,2005,MEYNEY,"1,5L",86,52,Mag,,,,,,
ST ESTEPHE,CB,2009,MEYNEY,75cl,92,27,,,,,,,
ST ESTEPHE,CB,1988,PHELAN SEGUR,75cl,87,49.5,,,,,,,
ST ESTEPHE,CB,2006,PHELAN SEGUR,75cl,87,27.95,,,,,,,
ST ESTEPHE,CB,2009,PHELAN SEGUR,75cl,90,33.5,,,,,,,
ST ESTEPHE,CB,2010,PHELAN SEGUR,75cl,90,33.5,,,,,,,
ST ESTEPHE,CB,2011,PHELAN SEGUR,75cl,88,24.95,,,,,,,
ST ESTEPHE,CB,2013,PHELAN SEGUR,75cl,,20.4,,,,,,,
ST JULIEN,2ND,1982,DUCRU BEAUCAILLOU ex-château,75cl,96,350,,,,,,,
ST JULIEN,2ND,1982,DUCRU BEAUCAILLOU ex-château,"1,5L",96,1000,Mag,,,,,,
ST JULIEN,2ND,1985,DUCRU BEAUCAILLOU ex-château,75cl,92,140,,,,,,,
ST JULIEN,2ND,1986,DUCRU BEAUCAILLOU ex-château,75cl,90+,140,,,,,,,
ST JULIEN,2ND,1988,DUCRU BEAUCAILLOU ex-château,75cl,88,125,,,,,,,
ST JULIEN,2ND,1989,DUCRU BEAUCAILLOU ex-château,75cl,89,130,,,,,,,
ST JULIEN,2ND,1990,DUCRU BEAUCAILLOU ex-château,75cl,,130,,,,,,,
ST JULIEN,2ND,1993,DUCRU BEAUCAILLOU,"5,0L",87,510,JERO,,,,,,
ST JULIEN,2ND,2001,DUCRU BEAUCAILLOU ,75cl,89,130,,,,,,,
ST JULIEN,2ND,2006,DUCRU BEAUCAILLOU ,75cl,94,108,,,,,,,
ST JULIEN,2ND,2011,DUCRU BEAUCAILLOU ,75cl,92+,85,,2000,CROIX DE BEAUCAILLOU,75cl,49.95,,87-89
ST JULIEN,2ND,2012,DUCRU BEAUCAILLOU ,75cl,90-92,79,,2003,CROIX DE BEAUCAILLOU,75cl,39.95,,90
ST JULIEN,2ND,1989,GRUAUD LAROSE,75cl,89,109.95,,,,,,,
ST JULIEN,2ND,1995,GRUAUD LAROSE,75cl,89,69.5,,,,,,,
ST JULIEN,2ND,1995,GRUAUD LAROSE,"1,5L",89,140,Mag,,,,,,
ST JULIEN,2ND,1998,GRUAUD LAROSE,75cl,88,59,,,,,,,
ST JULIEN,2ND,1998,GRUAUD LAROSE,"1,5L",88,120,Mag,,,,,,
ST JULIEN,2ND,1999,GRUAUD LAROSE,"1,5L",89,120,Mag,,,,,,
ST JULIEN,2ND,2001,GRUAUD LAROSE,75cl,90,65,,,,,,,
ST JULIEN,2ND,2004,GRUAUD LAROSE,75cl,87,49.5,,,,,,,
ST JULIEN,2ND,2010,GRUAUD LAROSE,75cl,93+,65,,,,,,,
ST JULIEN,2ND,2011,GRUAUD LAROSE,75cl,89,38,,,,,,,
ST JULIEN,2ND,2012,GRUAUD LAROSE,75cl,89,38.5,,2000,SARGET DE GRUAUD LAROSE,75cl,28,,
ST JULIEN,2ND,2013,GRUAUD LAROSE,75cl,85-88,33.6,,2012,SARGET DE GRUAUD LAROSE,75cl,16.5,,
ST JULIEN,2ND,1989,LEOVILLE BARTON ,75cl,89,135,,,,,,,
ST JULIEN,2ND,1990,LEOVILLE BARTON ,75cl,93+,165,,,,,,,
ST JULIEN,2ND,2008,LEOVILLE BARTON ,75cl,92,60,,,,,,,
ST JULIEN,2ND,2009,LEOVILLE BARTON ,75cl,93+,85,,,,,,,
ST JULIEN,2ND,2010,LEOVILLE BARTON ,75cl,96+,100,,,,,,,
ST JULIEN,2ND,2011,LEOVILLE BARTON ,75cl,88+,49.5,,2006,RESERVE DE LEOVILLE BARTON,75cl,24,,
ST JULIEN,2ND,2012,LEOVILLE BARTON ,75cl,92,48,,2008,RESERVE DE LEOVILLE BARTON,75cl,21,,
ST JULIEN,2ND,2013,LEOVILLE BARTON ,75cl,90-92,43.2,,2009,RESERVE DE LEOVILLE BARTON,75cl,26.5,,
ST JULIEN,2ND,1983,LEOVILLE LAS CASES,75cl,89,150,,,,,,,
ST JULIEN,2ND,1988,LEOVILLE LAS CASES,75cl,91,182,,1995,CLOS DU MARQUIS,75cl,47,,90
ST JULIEN,2ND,1993,LEOVILLE LAS CASES,"5,0L",90,700,JERO,1996,CLOS DU MARQUIS,75cl,47,,90
ST JULIEN,2ND,1994,LEOVILLE LAS CASES,"5,0L",93,875,JERO,2002,CLOS DU MARQUIS,"37,5cl",16.65,,89
ST JULIEN,2ND,1996,LEOVILLE LAS CASES,75cl,98,250,,2006,CLOS DU MARQUIS,"37,5cl",18,,89+
ST JULIEN,2ND,1999,LEOVILLE LAS CASES,75cl,91,149,,2007,CLOS DU MARQUIS,"37,5cl",15.5,,89
ST JULIEN,2ND,2009,LEOVILLE LAS CASES,75cl,98+,216,,2009,PETIT LION DE LEOVILLE LAS CASES,75cl,38.4,,88
ST JULIEN,2ND,2010,LEOVILLE LAS CASES,75cl,96+,192,,2011,PETIT LION DE LEOVILLE LAS CASES,75cl,27.5,,87-88
ST JULIEN,2ND,2011,LEOVILLE LAS CASES,75cl,93+,110,,,,,,,
ST JULIEN,2ND,1983,LEOVILLE POYFERRE,75cl,91,125,,,,,,,
ST JULIEN,2ND,1986,LEOVILLE POYFERRE,75cl,87,99,,,,,,,
ST JULIEN,2ND,1990,LEOVILLE POYFERRE,75cl,97,290,,,,,,,
ST JULIEN,2ND,1995,LEOVILLE POYFERRE,75cl,90,85,,,,,,,
ST JULIEN,2ND,1996,LEOVILLE POYFERRE,75cl,93,120,,,,,,,
ST JULIEN,2ND,1996,LEOVILLE POYFERRE,"1,5L",93,240,Mag,,,,,,
ST JULIEN,2ND,1998,LEOVILLE POYFERRE,75cl,88,69,,,,,,,
ST JULIEN,2ND,2001,LEOVILLE POYFERRE,"1,5L",90,164,Mag,,,,,,
ST JULIEN,2ND,2002,LEOVILLE POYFERRE,"1,5L",90,132,Mag,,,,,,
ST JULIEN,2ND,2003,LEOVILLE POYFERRE,75cl,96,129,,,,,,,
ST JULIEN,2ND,2003,LEOVILLE POYFERRE,"1,5L",96,258,Mag,,,,,,
ST JULIEN,2ND,2004,LEOVILLE POYFERRE,75cl,93,69,,,,,,,
ST JULIEN,2ND,2004,LEOVILLE POYFERRE,"1,5L",93,138,Mag,,,,,,
ST JULIEN,2ND,2005,LEOVILLE POYFERRE,75cl,93,95,,,,,,,
ST JULIEN,2ND,2005,LEOVILLE POYFERRE,"1,5L",93,216,Mag,,,,,,
ST JULIEN,2ND,2006,LEOVILLE POYFERRE,75cl,92,56,,,,,,,
ST JULIEN,2ND,2010,LEOVILLE POYFERRE,75cl,98+,105,,,,,,,
ST JULIEN,2ND,2011,LEOVILLE POYFERRE,75cl,94,55,,,,,,,
ST JULIEN,2ND,2012,LEOVILLE POYFERRE,75cl,92+,48,,,,,,,
ST JULIEN,2ND,2013,LEOVILLE POYFERRE,75cl,90-92,38.4,,,,,,,
ST JULIEN,3RD,1998,LAGRANGE,75cl,86,49,,,,,,,
ST JULIEN,3RD,1999,LAGRANGE,75cl,86,47,,,,,,,
ST JULIEN,3RD,2005,LAGRANGE,75cl,87,59,,,,,,,
ST JULIEN,3RD,2005,LAGRANGE,"1,5L",87,116,Mag,,,,,,
ST JULIEN,3RD,2006,LAGRANGE,75cl,93,37,,1985,FIEFS DE LAGRANGE,"1,5L",70,,Mag
ST JULIEN,3RD,2009,LAGRANGE,75cl,90+,39.5,,1985,FIEFS DE LAGRANGE,"3,0L",150,,DMAG
ST JULIEN,3RD,2010,LAGRANGE,75cl,89+,39.6,,1986,FIEFS DE LAGRANGE,"3,0L",150,,DMAG
ST JULIEN,3RD,2011,LAGRANGE,75cl,86,27.6,,1986,FIEFS DE LAGRANGE,"5,0L",260,,JERO
ST JULIEN,3RD,2011,LANGOA BARTON,75cl,87+,32.5,,,,,,,
ST JULIEN,3RD,1975,BEYCHEVELLE  ,75cl,,90,,,,,,,
ST JULIEN,3RD,1975,BEYCHEVELLE  ,"1,5L",,180,Mag,,,,,,
ST JULIEN,3RD,1980,BEYCHEVELLE  ,"1,5L",,140,Mag,,,,,,
ST JULIEN,3RD,1981,BEYCHEVELLE  ,"1,5L",,130,Mag,,,,,,
ST JULIEN,4TH,1988,BEYCHEVELLE  ,75cl,,87,,,,,,,
ST JULIEN,4TH,2011,BEYCHEVELLE  ,75cl,87,59,,,,,,,
ST JULIEN,4TH,2012,BEYCHEVELLE  ,75cl,87,56.5,,,,,,,
ST JULIEN,4TH,1990,BRANAIRE DUCRU,"6,0L",89,795,Imperiale,1991,DULUC DE BRANAIRE DUCRU,"3,0L",72,,Dmag
ST JULIEN,4TH,1995,BRANAIRE DUCRU,"1,5L",90,153,Mag,1991,DULUC DE BRANAIRE DUCRU,"5,0L",110,,JERO
ST JULIEN,4TH,1998,BRANAIRE DUCRU,75cl,89,52,,1991,DULUC DE BRANAIRE DUCRU,"6,0L",130,,Imperiale
ST JULIEN,4TH,1999,BRANAIRE DUCRU,75cl,89,49.5,,1992,DULUC DE BRANAIRE DUCRU,"3,0L",72,,Dmag
ST JULIEN,4TH,1999,BRANAIRE DUCRU,"1,5L",89,105,Mag,1992,DULUC DE BRANAIRE DUCRU,"6,0L",130,,Imperiale
ST JULIEN,4TH,2005,BRANAIRE DUCRU,75cl,93,68,,1993,DULUC DE BRANAIRE DUCRU,"3,0L",72,,Dmag
ST JULIEN,4TH,2008,BRANAIRE DUCRU,75cl,91,35,,1993,DULUC DE BRANAIRE DUCRU,"5,0L",110,,JERO
ST JULIEN,4TH,2010,BRANAIRE DUCRU,75cl,94,53,,1994,DULUC DE BRANAIRE DUCRU,"5,0L",112,,JERO
ST JULIEN,4TH,2011,BRANAIRE DUCRU,75cl,89,32,,2011,DULUC DE BRANAIRE DUCRU,75cl,14.75,,
ST JULIEN,4TH,2012,BRANAIRE DUCRU,75cl,90,28.5,,2012,DULUC DE BRANAIRE DUCRU,75cl,14.75,,
ST JULIEN,4TH,2013,BRANAIRE DUCRU,75cl,90-92,24.9,,,,,,,
ST JULIEN,4TH,1995,SAINT PIERRE,75cl,87,66,,,,,,,
ST JULIEN,4TH,1996,SAINT PIERRE,75cl,88+,62,,,,,,,
ST JULIEN,4TH,2008,SAINT PIERRE,75cl,93,35,,,,,,,
ST JULIEN,4TH,2010,SAINT PIERRE,75cl,97,72,,,,,,,
ST JULIEN,4TH,2011,SAINT PIERRE,75cl,87+,31.75,,,,,,,
ST JULIEN,4TH,2012,SAINT PIERRE,75cl,91,30.6,,,,,,,
ST JULIEN,4TH,2013,SAINT PIERRE,75cl,88-90,27.6,,,,,,,
ST JULIEN,4TH,1975,TALBOT,"1,5L",-,150,Mag,,,,,,
ST JULIEN,4TH,1977,TALBOT,"1,5L",-,79,Mag,,,,,,
ST JULIEN,4TH,1980,TALBOT,"1,5L",-,120,Mag,,,,,,
ST JULIEN,4TH,1991,TALBOT,"1,5L",,79.5,Mag,,,,,,
